Genmodel_ID,Image_ID,Image_name,Predicted_viewpoint,Maker,Genmodel,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
2_1,2_1$$4$$0,Abarth$$124 Spider$$2017$$Blue$$2_1$$4$$image_0.jpg,0,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$4$$1,Abarth$$124 Spider$$2017$$Blue$$2_1$$4$$image_1.jpg,270,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$4$$1,Abarth$$124 Spider$$2017$$Blue$$2_1$$4$$image_1.jpg,270,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$4$$2,Abarth$$124 Spider$$2017$$Blue$$2_1$$4$$image_2.jpg,225,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$4$$2,Abarth$$124 Spider$$2017$$Blue$$2_1$$4$$image_2.jpg,225,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$4$$3,Abarth$$124 Spider$$2017$$Blue$$2_1$$4$$image_3.jpg,135,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$4$$3,Abarth$$124 Spider$$2017$$Blue$$2_1$$4$$image_3.jpg,135,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$4$$4,Abarth$$124 Spider$$2017$$Blue$$2_1$$4$$image_4.jpg,45,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$4$$4,Abarth$$124 Spider$$2017$$Blue$$2_1$$4$$image_4.jpg,45,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$4$$5,Abarth$$124 Spider$$2017$$Blue$$2_1$$4$$image_5.jpg,270,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$4$$5,Abarth$$124 Spider$$2017$$Blue$$2_1$$4$$image_5.jpg,270,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$8$$3,Abarth$$124 Spider$$2017$$Blue$$2_1$$8$$image_3.jpg,0,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$8$$3,Abarth$$124 Spider$$2017$$Blue$$2_1$$8$$image_3.jpg,0,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$8$$4,Abarth$$124 Spider$$2017$$Blue$$2_1$$8$$image_4.jpg,45,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$8$$4,Abarth$$124 Spider$$2017$$Blue$$2_1$$8$$image_4.jpg,45,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$8$$5,Abarth$$124 Spider$$2017$$Blue$$2_1$$8$$image_5.jpg,270,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$8$$5,Abarth$$124 Spider$$2017$$Blue$$2_1$$8$$image_5.jpg,270,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$8$$6,Abarth$$124 Spider$$2017$$Blue$$2_1$$8$$image_6.jpg,0,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$8$$6,Abarth$$124 Spider$$2017$$Blue$$2_1$$8$$image_6.jpg,0,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$13$$8,Abarth$$124 Spider$$2017$$Grey$$2_1$$13$$image_8.jpg,0,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$13$$8,Abarth$$124 Spider$$2017$$Grey$$2_1$$13$$image_8.jpg,0,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$13$$9,Abarth$$124 Spider$$2017$$Grey$$2_1$$13$$image_9.jpg,0,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$13$$9,Abarth$$124 Spider$$2017$$Grey$$2_1$$13$$image_9.jpg,0,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$3$$4,Abarth$$124 Spider$$2017$$Grey$$2_1$$3$$image_4.jpg,135,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$3$$4,Abarth$$124 Spider$$2017$$Grey$$2_1$$3$$image_4.jpg,135,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$3$$5,Abarth$$124 Spider$$2017$$Grey$$2_1$$3$$image_5.jpg,225,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$3$$5,Abarth$$124 Spider$$2017$$Grey$$2_1$$3$$image_5.jpg,225,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$3$$6,Abarth$$124 Spider$$2017$$Grey$$2_1$$3$$image_6.jpg,180,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$3$$6,Abarth$$124 Spider$$2017$$Grey$$2_1$$3$$image_6.jpg,180,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$3$$7,Abarth$$124 Spider$$2017$$Grey$$2_1$$3$$image_7.jpg,0,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$3$$7,Abarth$$124 Spider$$2017$$Grey$$2_1$$3$$image_7.jpg,0,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$3$$8,Abarth$$124 Spider$$2017$$Grey$$2_1$$3$$image_8.jpg,225,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$3$$8,Abarth$$124 Spider$$2017$$Grey$$2_1$$3$$image_8.jpg,225,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$6$$1,Abarth$$124 Spider$$2017$$Grey$$2_1$$6$$image_1.jpg,90,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$6$$1,Abarth$$124 Spider$$2017$$Grey$$2_1$$6$$image_1.jpg,90,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$6$$2,Abarth$$124 Spider$$2017$$Grey$$2_1$$6$$image_2.jpg,180,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$6$$2,Abarth$$124 Spider$$2017$$Grey$$2_1$$6$$image_2.jpg,180,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$0,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_0.jpg,90,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$0,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_0.jpg,90,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$1,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_1.jpg,135,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$1,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_1.jpg,135,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$2,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_2.jpg,135,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$2,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_2.jpg,135,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$3,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_3.jpg,90,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$3,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_3.jpg,90,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$4,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_4.jpg,315,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$4,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_4.jpg,315,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$5,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_5.jpg,135,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$5,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_5.jpg,135,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$6,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_6.jpg,135,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$6,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_6.jpg,135,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$7,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_7.jpg,180,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$7,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_7.jpg,180,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$8,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_8.jpg,135,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$11$$8,Abarth$$124 Spider$$2017$$Red$$2_1$$11$$image_8.jpg,135,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$15$$1,Abarth$$124 Spider$$2017$$Red$$2_1$$15$$image_1.jpg,90,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$15$$1,Abarth$$124 Spider$$2017$$Red$$2_1$$15$$image_1.jpg,90,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$15$$2,Abarth$$124 Spider$$2017$$Red$$2_1$$15$$image_2.jpg,0,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$15$$2,Abarth$$124 Spider$$2017$$Red$$2_1$$15$$image_2.jpg,0,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$15$$3,Abarth$$124 Spider$$2017$$Red$$2_1$$15$$image_3.jpg,180,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$15$$3,Abarth$$124 Spider$$2017$$Red$$2_1$$15$$image_3.jpg,180,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$15$$4,Abarth$$124 Spider$$2017$$Red$$2_1$$15$$image_4.jpg,225,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$15$$4,Abarth$$124 Spider$$2017$$Red$$2_1$$15$$image_4.jpg,225,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$0,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_0.jpg,270,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$0,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_0.jpg,270,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$1,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_1.jpg,135,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$1,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_1.jpg,135,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$2,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_2.jpg,180,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$2,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_2.jpg,180,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$3,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_3.jpg,135,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$3,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_3.jpg,135,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$4,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_4.jpg,90,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$4,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_4.jpg,90,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$5,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_5.jpg,45,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$5,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_5.jpg,45,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$6,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_6.jpg,0,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$9$$6,Abarth$$124 Spider$$2017$$Red$$2_1$$9$$image_6.jpg,0,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$12$$0,Abarth$$124 Spider$$2017$$White$$2_1$$12$$image_0.jpg,225,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$12$$0,Abarth$$124 Spider$$2017$$White$$2_1$$12$$image_0.jpg,225,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$12$$2,Abarth$$124 Spider$$2017$$White$$2_1$$12$$image_2.jpg,0,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$12$$2,Abarth$$124 Spider$$2017$$White$$2_1$$12$$image_2.jpg,0,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$12$$3,Abarth$$124 Spider$$2017$$White$$2_1$$12$$image_3.jpg,180,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$12$$3,Abarth$$124 Spider$$2017$$White$$2_1$$12$$image_3.jpg,180,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$0,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_0.jpg,135,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$0,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_0.jpg,135,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$1,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_1.jpg,90,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$1,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_1.jpg,90,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$2,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_2.jpg,0,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$2,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_2.jpg,0,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$3,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_3.jpg,90,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$3,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_3.jpg,90,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$4,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_4.jpg,180,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$4,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_4.jpg,180,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$5,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_5.jpg,45,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$5,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_5.jpg,45,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$6,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_6.jpg,135,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$14$$6,Abarth$$124 Spider$$2017$$White$$2_1$$14$$image_6.jpg,135,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$5$$0,Abarth$$124 Spider$$2017$$White$$2_1$$5$$image_0.jpg,180,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$5$$0,Abarth$$124 Spider$$2017$$White$$2_1$$5$$image_0.jpg,180,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$5$$1,Abarth$$124 Spider$$2017$$White$$2_1$$5$$image_1.jpg,0,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$5$$1,Abarth$$124 Spider$$2017$$White$$2_1$$5$$image_1.jpg,0,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$5$$2,Abarth$$124 Spider$$2017$$White$$2_1$$5$$image_2.jpg,180,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$5$$2,Abarth$$124 Spider$$2017$$White$$2_1$$5$$image_2.jpg,180,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$5$$3,Abarth$$124 Spider$$2017$$White$$2_1$$5$$image_3.jpg,90,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$5$$3,Abarth$$124 Spider$$2017$$White$$2_1$$5$$image_3.jpg,90,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$18$$1,Abarth$$124 Spider$$2019$$Blue$$2_1$$18$$image_1.jpg,90,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$18$$1,Abarth$$124 Spider$$2019$$Blue$$2_1$$18$$image_1.jpg,90,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$18$$2,Abarth$$124 Spider$$2019$$Blue$$2_1$$18$$image_2.jpg,360,ABARTH,ABARTH 124,0,19,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1,2_1$$18$$2,Abarth$$124 Spider$$2019$$Blue$$2_1$$18$$image_2.jpg,360,ABARTH,ABARTH SPIDER,0,223,777,409,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
